學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,日間/進修,學制班別,當學年度總量內核定新生招生名額(A),當學年度新生保留入學資格人數(B),當學年度總量內新生招生核定名額之實際註冊人數(C),當學年度各學系境外(新生)學生實際註冊人數 (E),當學年度新生註冊率(%)D=〔(C+E)/(A-B+E)〕＊100％,當學年度系所招生特色說明,當學年度招生特色說明資訊網
110,公立,一般大學,0039,國立臺中教育大學,03131035,諮商與應用心理學系,日間,學士班(含四技),43,0,42,1,97.73,１、本系教學資源充足，擁有各式教學活動空間，周邊電腦化設備齊全。２、本系師資結構完整多元，教師具學術與實務專業知能，能滿足學生進修需求。３、本系課程多元豐富、理論與實務兼具，並發展兒童與青少年諮商、企業員工輔導與職場心理健康促進領域之特色。,https://gicep.ntcu.edu.tw/
110,公立,一般大學,0039,國立臺中教育大學,03191037,區域與社會發展學系,日間,學士班(含四技),46,0,45,1,97.87,一、發展特色：本系自我定位為專業發展與師資培育並重的半師培學系。學系設立之宗旨在要求學生擁有區域與社會發展的專業知能及基本研究能力、建立社會關懷的服務情操及社會參與的行動能力、培養學生具備在地化、區域化暨全球化的宏觀視野與胸襟。二、課程特色：本系透過「Region」與「Development」兩主軸之交集，凸顯學術特色。在區域領域方面，結合了原先的史、地專長，輔以區域發展的概念，下分「區域發展」與「全球化發展」兩個群組；社會發展領域整合社會科學知能，將區域觀念落實於社區，以人與社區的發展為經緯，區分為「社會發展」與「社區營造」兩個群組。在課程的規劃上，將專門課程區分為「區域」與「社會發展」兩學群，學生透過共同必修的30學分，建構本系基礎知識；各學群必修15學分、選修35學分，得以學有專精；自由選修的20學分，鼓勵學生修習另一學群之課程，強化本系通科教學取向之特色。,http://rsd.ntcu.edu.tw/
110,公立,一般大學,0039,國立臺中教育大學,04131039,國際企業學系,日間,學士班(含四技),47,0,45,25,97.22,「國際企業學系」主要在培養具國際觀、能運用管理專業知識和技能解決企業問題的中高階國際企業經營管理人才，以因應全球化經濟時代來臨與我國企業經營升級之人才需求。本系師資陣容堅強，教師均具豐富之教學、研究與企業實務經驗，可以提供學生理論與實務印證之教學。課程設計模組化，包括「國際企業與行銷」、「國際財務金融」、「創新與電子商務」三大模組課程，可兼顧學生學習興趣與未來發展。本系實施思辨式個案教學，以培養學生主動思考、溝通表達能力，增加學習效果；要求學生通過外語能力鑑定，以增就業競爭力。本系亦積極建立國際學生交換管道，強化學生國際觀，期能為臺灣在國際市場競爭中，提供優質專業管理人才。此外，本系與印第安納普利斯大學(U-Indy)簽訂合作協議，學生通過英語能力程度之測驗可申請雙聯學制，只要完成必要修業規定，可同時取得兩校之學位，期望能培育出更具競爭優勢的理論與實務專業才。,https://ib.ntcu.edu.tw/
110,公立,一般大學,0039,國立臺中教育大學,06131042,資訊工程學系,日間,學士班(含四技),50,0,50,0,100.00,本系以培育具國際視野之資訊工程專業人才為目標，自民國98年起迄今皆通過IEET國際工程及科技教育認證，符合國際資訊工程課程規範。現有10位具博士學位之專任教師，專長涵蓋人工智慧、物聯網、雲端運算、大數據分析、平行處理、嵌入式系統、行動通訊、資訊安全、軟體工程、智慧型機器人等關鍵技術領域，以因應資訊產業需求，與世界科技潮流接軌。目前本系設有五間專業實驗室，包含計算機系統實驗室、軟體工程實驗室、網路通訊實驗室、資訊安全實驗室與智慧物聯網實驗室，提供同學們進行各式專業實驗。系上亦針對軟體人才進行國際高階軟體證照輔導並培訓參與國際程式設計競賽。為培養學生國際視野，除與歐美日韓大陸等多所大學交流外，本系亦與美國紐約理工學院 (NYIT)資訊工程學系簽訂雙聯學制，提供學生出國取得雙邊學士/碩士學位之管道。歷屆系友在產官學研各領域皆有優異表現。竭誠歡迎對於資訊技術有興趣的同學們加入我們的行列。,https://cs.ntcu.edu.tw
110,公立,一般大學,0039,國立臺中教育大學,06133041,數位內容科技學系,日間,學士班(含四技),46,0,49,1,100.00,一、發展特色：本系成立於民國九十四年，以培養產業所需之設計、整合資訊、和數位學習能力人才。注重學生自我導向學習，強化產學合作，並整合四年學習技能完成專題製作，以提升專業競爭力，因應未來生涯規劃。二、課程特色：採理論與實務兼具之課程設計，強調將資訊科技與數位設計技能落實於數位內容發展，並培養學生具備多媒體設計、數位出版、２Ｄ／３Ｄ動畫、電腦遊戲、以及數位學習系統開發與設計能力。三、未來出路與發展：（１）升學：國內外大專院校之資訊、設計與數位科技相關研究所。（２）就業：朝向具有分科與整合性專長發展，如：數位教材研發、教學訓練師、多媒體網頁、動畫設計、以及文化創意商品設計等等。歷年來畢業生除進入國內優良大學博士、碩士班就讀者外，並分佈於各專業職場中，深獲業界肯定。,https://dct.ntcu.edu.tw/
110,公立,技專校院,0042,國立澎湖科技大學,02311001,應用外語系,日間,學士班(含四技),46,0,33,0,71.74,課程-以專業基礎科目及專業核心科目作學習之基礎，規劃觀光旅遊、商業管理二大模組，開設第二外語課程強調理論與實務並重使學生具備正確流暢外語能力及專業外語應用技能 特色-1.基礎語言能力訓練：加強學生基礎語言能力，分別在聽、說、讀、寫、譯五方面予以訓練2.專業語言應用學習-開設英語導遊與領隊及商業與語言文化二大模組使學生畢業後能夠學以致用3.開設第二外國語言：開設日文、俄文及西班牙文等第二外國語言，增進學生未來就業競爭力4.多媒體輔助英語教學：應用多媒體輔助英語教學，使取得各項語言相關證照能力5.結合地方特色與資源：以觀光與商業模組為主軸，發展本系為澎湖地區外語導遊領隊訓練中心。學生畢業前須實習相關學程時數200小時理論與實務並重。設備-1.英語導遊領隊實習教室2.外語解說員培育中心3.多媒體語言教室4. 英語專題製作室,"https://www.npu.edu.tw/sub/form/Details.aspx?Parser=28,21,462,138,,,2266"
110,公立,技專校院,0042,國立澎湖科技大學,04132002,行銷與物流管理系,日間,學士班(含四技),48,0,37,0,77.08,四技學士班以整合產製銷的流通供應鏈為重點，分為行銷流通、物流倉儲、及商業管理等專業課程個案教學、課堂發表、校外參訪及辦理業師協同教學。碩士班規劃:流通運輸管理、資訊與商貿管理及公共服務管理，課程設計以零售流通業的商管課程為主，語文能力為輔  碩專班規劃公共服務管理領域:培育具技術運用、創新應用與邏輯分析等能力，並訓練研究生溝通與自學能力。發展特色：跨領域行銷、零售流通、與物流倉儲課程促進產學交流，推動服務業經營創新。澎湖特色水產品與食品產業，發展為在地化行銷與物流教育中心。產製銷供應鏈為教學重點，地區性產業經濟發展，建立海島資源跨領域的特色課程。特殊設備：門市服務教室、本系實習商店、POS系統操作教室、門市服務乙級技術士證照、商務企劃能力檢定教室。升學：本校五年一貫學碩士學程  報考國內外大學行銷、物流、運籌、交通等管理相關研究所。就業：進入行銷及物流相關企業:行銷企劃、廣告、多媒體,"https://www.npu.edu.tw/sub/form/Details.aspx?Parser=28,21,462,138,,,2266"
110,公立,技專校院,0042,國立澎湖科技大學,06131004,資訊管理系,日間,學士班(含四技),48,0,45,0,93.75,課程：涵蓋資訊系統開發、企業電子化及行動商務，輔導取得國際專業證照為本系發展特色。證照系列課程包含LPIC、RHCE、SCJP、ERP與CCNA等專業證照，對於學生之升學或就業都有莫大助益    特色：「資訊系統掌握應用，商業管理實務整合」為本系發展特色與教學重點，加強電腦網路，程式語言，電子商務，資料庫管理，工商管理，使學生軟硬體基礎及整體規畫獲紮實訓練，具備開發及管理整合系統能力，以期能符合業界的需求    設備：專業電腦教室、專業商管教室、行動商務實驗室、系統開發實驗室、企業電子化實驗室、伺服器中心、Pearson VUE國際認證中心、自我學習室    升學：可報考國內、外相關領域之研究所    就業：1.從事系統規劃、設計與分析、軟體開發、測試與維護等相關工作。2.從事網路管理、資訊管理、資料庫管理等相關工作    3.從事客戶服務、教育訓練、專案管理、企業流程規劃、市場情報分析工作。4.各公民營機構,"https://www.npu.edu.tw/sub/form/Details.aspx?Parser=28,21,462,138,,,2266"
110,公立,技專校院,0042,國立澎湖科技大學,07141005,電機工程系,日間,學士班(含四技),51,0,42,0,82.35,課程-以發展電力工程、儀表系統設計與自動控制為目標。發展重點包含/電子儀表/自動控制/電力電子/工業配線/機電整合/數位電子/太陽光電系統/等實務課程，/培養學生/技術能力。     特色-以「綠能應用與開發」為發展特色，尤其在風力發電及太陽光電發電系統方面。設有太陽光電系統考照訓練場、風力機測試場與台灣大電力公司合作之中小型風機國際認證場。目前本系已有180KW太陽光電系統以及20KW風力發電系統，全部發電量均採市電併聯方式供應學校用電。     設備-電子學實驗室/微處理系統實驗室/機電整合乙丙級實習教室/工業配線丙級實習教室/工業配線乙級實習教室/電力電子實習場地/太陽光電設置乙級技術士訓練場/小型風力機設計實驗室/數位電子實驗室。     升學-報考國內外電機、電子、綠能等研究所碩士班。     就業-各電機、電子、自動控制、綠能科技等相關公司之技術研發人員及公職。,"https://www.npu.edu.tw/sub/form/Details.aspx?Parser=28,21,462,138,,,2266"
110,公立,技專校院,0042,國立澎湖科技大學,07141007,資訊工程系,日間,學士班(含四技),57,0,39,0,68.42,課程-理論與實務並重，人文與科技均衡之發展目標，教育目標是配合本系課程發展兩大方向物聯網技術與應用/數位內容與應用，培育具網路系統、軟體系統/嵌入式系統等質優專業人才，提供業界優良穩定人力資源。    特色-1.以物聯網技術與應用、數位內容與應用為二大課程規劃方向。2.開設三學期實務專題製作讓學生能將理論與實務相結合，學習團隊合作技能。3.輔導學生畢業前取得語文、電腦網路資訊相關專業證照，以利學生升學或就業之需。4.本系發展定位在「離島資訊技術與應用」。    設備-1.嵌入式系統實驗室：電子電路、數位系統與嵌入式系統課程實習使用。2.網路系統實驗室：網路課程實習用。3.軟體系統實驗室：程式設計課程實習用。4.專題研究室：學生實務專題製作用以求理論與實務結合。    升學-報考本校電資研究所，或國內外資訊工程、電機及電子系等學系研究所。    就業-資訊相關產業、公職。,"https://www.npu.edu.tw/sub/form/Details.aspx?Parser=28,21,462,138,,,2266"
110,公立,技專校院,0042,國立澎湖科技大學,07141009,電信工程系,日間,學士班(含四技),57,0,51,0,89.47,課程-以一般電子電機課程為基礎，搭配「通訊及信號處理」與「射頻微波」兩大學程，在課程及設備方面形成設計、製造與量測，上中下游一貫之流程，學生可獲得電子電機之基礎訓練，更可依據個人性向，選擇一專業領域深入研究。學期中固定邀請業界專家授課，暑期安排學生至國內北中南業界實習及參訪，增進學生對業界之瞭解，提前做好就業之準備，並以此作為實務專題之研究題目，充分達到實務與理論結合之目標。     特色-以無線通訊相關技術為核心，課程安排、教師研究方向或學生專題研究皆圍繞此核心發展，朝向通訊關鍵人才培育及技術提供中心。     設備-1.電子實驗室2.數位實驗室（含數位信號處理實驗室）3.通訊實驗室（含寬頻通訊實驗室）4.微波實驗室（含射頻電路實驗室）5.電波無反射室6.電路製作室7.通信技術實驗室（含國家證照考場）     升學-本校研究所/國內外研究所。     就業-電子電機產業/公職。,"https://www.npu.edu.tw/sub/form/Details.aspx?Parser=28,21,462,138,,,2266"
110,公立,技專校院,0042,國立澎湖科技大學,07211011,食品科學系,日間,學士班(含四技),50,0,46,0,92.00,本系課程理論及實務並重，以工廠實務及食品產業技術為兩大重點，故著重於各項工廠管理、法規、產品開發、品管等專業知識及實務，並將食品產業技術融入各課程及實習中，希望培育出來的學生，不但具有專業素養，於實務經驗有一定的水準，且具有樂觀、服務、創意、國際觀等特質，能掌握時代脈動，以符合社會所需。     本系以培育兼具食品科學及產業技術專業素養的科技人才，並協助澎湖地區經濟發展為目標。研究則以海洋及農業資源的開發為重心，主要方向包括協助澎湖地區海洋、食品資源的開發，以及酵素、微生物及生化科技於食品的應用，特別是研究如何賦予海洋及農業資源更高的價值，海洋及農業資源新用途的開發，以及食品產業技術實用化的研究。/以海洋與農業資源之開發與應用為主軸，並以食品產業及生技應用相關人才培育為重心，授與專業知識與技術，培育優秀食品科技人才。,"https://www.npu.edu.tw/sub/form/Details.aspx?Parser=28,21,462,138,,,2266"
110,公立,技專校院,0042,國立澎湖科技大學,08312012,水產養殖系,日間,學士班(含四技),55,0,38,1,69.64,課程-涵蓋海水魚蝦貝藻類等水產生物繁養殖及生態資源永續利用等兩大領域。6學期「養殖場實習」接受長期間的養殖現場實務訓練，3學期「實務專題」培養學生發掘探討及解決問題能力。2個月「業界實習」了解產業現況以實務與理論結合的教育目標為主軸，進行課程規劃。    特色-1配合現代化科技發展傳統養殖2配合生態資源利用及環境保育發展海洋資源永續經營3異業結合觀光休閒產業發展精緻休閒漁業4.結合社區資源與居民業者合作促進地方發展5.重視實務與理論結合的學習方式加強人文教育致力於全人格教育發展。    設備1-3層樓系館提供充足的教學及實驗空間2充沛海水寬廣的繁養殖實驗場設有室外水泥池、FRP桶區，2棟室內水產種苗孵化及育苗室。5個200噸的HDPE養殖池擴大學生長期投入養殖訓練的實作空間    升學-1研究所碩士班2五年一貫碩士課程3.國內外大學博士班。就業-水產種苗繁殖場/養殖場/魚苗仲介/水族館/飼料/生態調查,"https://www.npu.edu.tw/sub/form/Details.aspx?Parser=28,21,462,138,,,2266"
110,公立,技專校院,0042,國立澎湖科技大學,10131014,餐旅管理系,日間,學士班(含四技),42,0,32,1,76.74,課程-著重系科本位與能力本位精神，與餐旅業保持縝密互動作為掌握時勢脈動實務課程設計之依據。包括餐飲廚藝與旅館管理及實務課程，校外實習提升學生創造力與體驗業界實務經驗。國際化趨勢著重學生外語能力的提升。課程規劃與專業證照結合提升學生職場競爭力  特色-以餐飲與旅館管理為主軸，輔以澎湖地方觀光休閒在地化特色及會展課程作為餐旅管理課程規劃。教學上採理論實務並重，餐飲課程讓學生能擁有多元廚藝（中餐/西餐/台灣小吃/澎湖風味餐/異國料理）與飲料調製（咖啡/茶藝/酒類）的專業技能並成為有智慧的經營管理者；旅館方面學生結合餐飲的基礎與旅館/民宿的管理與櫃檯/房務的實務知能將所學實證於旅館業提升飯店與民宿的經營水準。將會展產業發展及澎湖觀光發展潛力列為課程特色  設備-實習吧檯/廚藝示範、中西餐、烘焙、房務實習教室/實習餐廳/實習旅館/檯台與後勤電腦管理系統教室/低碳與低溫烹調飲食研發中心,"https://www.npu.edu.tw/sub/form/Details.aspx?Parser=28,21,462,138,,,2266"
110,公立,技專校院,0042,國立澎湖科技大學,10151016,觀光休閒系,日間,學士班(含四技),85,0,63,0,74.12,"本系之課程設計，以基礎專業知識為共同必修，觀光服務與島嶼休閒二個課程模組為主軸，搭配半年與1,000小時的業界實習，使學生能知識與實務結合。為配合課程進行，建置有相關的專業教室，並有多個專業的學位學程可以強化職能。四年級尚有國內外交換生機會，可至交換學校至少一學期的課程學習。    本系以觀光服務、海洋休閒及島嶼遊憩為特色，強調理論與實務相結合，以發展觀光產業所需之人才為主。本系師資專精之專業特色為海洋休閒、生態觀光、文化觀光、地景觀光、旅行業、觀光服務業等。除了校內專業課程之外，也擴展與學術界暨產業界之聯繫、交流及合作，並簽定國內跨校與國際交換學生協議，鼓勵學生前往交換學習。","https://www.npu.edu.tw/sub/form/Details.aspx?Parser=28,21,462,138,,,2266"
110,公立,技專校院,0042,國立澎湖科技大學,10152022,海洋遊憩系,日間,學士班(含四技),47,0,36,0,76.60,本系發展專注於「海洋運動」與「海洋遊憩」產業，並以傳授學生相關知識與技能為教學目標，利用澎湖地區優異的海洋運動與遊憩教學環境，依產業發展趨勢進行課程設計。課程規劃以「海洋資源管理」、「海洋運動指導」及「海域遊憩經營」為三大主軸；在「國際視野;地方智慧」的指導原則下，採科學化、專業化之訓練方式，有效培育國內海洋運動專業指導與海域遊憩經營管理人才，並朝國際海洋運動與遊憩產業邁進。     強化專業技能及學術水準，配合海洋運動與海域遊憩產業之發展，加強產學合作與國際交流合作；藉由與產官學之多方合作，擴展學生對海域遊憩相關知識與技能。增強學生的實務操作能力並考取進入職場相關之證照，亦可與校外相關單位或業界建立建教合作關係。增加學生視野與養成符合企業需求之人才，達到產學接軌、學習即實習、畢業即就業的目標。,"https://www.npu.edu.tw/sub/form/Details.aspx?Parser=28,21,462,138,,,2266"
110,公立,技專校院,0042,國立澎湖科技大學,10412025,航運管理系,日間,學士班(含四技),50,0,43,0,86.00,課程-課程設計強調理論與實務並重，以實務知識及技能之養成為主，以解決實務問題所必備之專業知識進行規劃。課程內容以海、空運課程為主，一般管理、供應鏈管理相關課程為輔，開設運輸學、海運學、空運學、運輸保險、國貿理論與實務、海商法、航業英文、海關實務、定期航業經營、不定期航業經營、港埠經營與管理、機場經營     特色-因應政府國家經貿政策，產業自動化需求，發展離島運輸產業，培育我國海運、空運、港埠、物流與貿易等相關事業之經營管理及實務技術人才。     設備-教學設備上因應海、空運業等電子商務之需求，成立航空訂位票務實習教室、通關自動化實習教室及海運承攬進出口管理系統、PI-FWD視窗版海、空運承攬業專業管理系統、SIMMOD 機場模擬系統等多項航管專業實務  升學-研究所進修深造  就業-民營/航空/海空貨運承攬/港務/船務/報關行及外商貿易公司等航運事業機構擔任要職，民航局、交通部等單位擔任公職。,"https://www.npu.edu.tw/sub/form/Details.aspx?Parser=28,21,462,138,,,2266"
110,公立,技專校院,0043,國立勤益科技大學,02299005,文化創意事業系,日間,學士班(含四技),47,0,46,1,97.92,本系以知識的累積與傳承作為核心價值，並賦與各類文化產品以新生命、新價值、新意  義。本系自創辦以來，積極引進文化事業單位之資源，不斷與產業界充分互動，課程規  劃與教學設備均能適時反應當代社會需求，以引領學生開創自我特質。本系重點發展特  色有五：  1.人文知識理論之學習與運用。  2.人類、社會與自然共生互助觀念之推廣。  3.知識理論與技術能力充分結合；在教師帶領下，實際運用於文化創意產業。  4.參與區域性與全國性的文化創意開發活動，利用「文創產業就業學程」與國際接軌。  5.積極落實公私文創單位實習制度，達成文化創意事業經營管理人之培育指標。,http://cci.web2.ncut.edu.tw/bin/home.php
110,公立,技專校院,0043,國立勤益科技大學,02311001,應用英語系,日間,學士班(含四技),47,0,46,0,97.87,本系之特色除了著重英語能力及專業知識的結合外，並加強科技與人文的均衡發展，以  英語為工具來認識、了解其他國家的文化、思想、習性，以便能掌握溝通技巧。為了顧  及學生個人興趣及日後就業機會，使學生不至於與產業脫節，除了英語聽、說、讀、寫  及翻譯五種基礎語言能力訓練外，本系特別著重不同產業實務應用課程之規劃，使英語  與專業結合，以便學以致用。,http://ae.ncut.edu.tw/
110,公立,技專校院,0043,國立勤益科技大學,04131002,企業管理系,日間,學士班(含四技),94,0,93,10,99.04,1.注重職場倫理：建立職場工作倫理必修課程，藉由執行專題計畫與鼓勵學生產業實習   ，開設服務學習和溶滲式學習課程，透過職場和服務人群體驗，建立學生積極主動負責   之工作態度。   2.專題研討特色：各研討室配合系所目標，承接國科會計畫、卓越計畫、產學計畫、教   育部計畫，導入創新教學活動和參與專題競賽，提升教學與研究品質。   3.創新與基礎教學：本系目前計有BOSS經營模擬教學系統、租稅課程的FCS財金證照模   擬系統、財經課程的信託業務數位學習系統、電子商務課程的電子商務模擬平台、線上   商用英文寫作軟體。藉由擴充教學軟硬體，可以鼓勵師生參與教學創新活動、個案教學   與專題競賽。,http://www.badger.ncut.edu.tw/main.php
110,公立,技專校院,0043,國立勤益科技大學,04132003,流通管理系,日間,學士班(含四技),87,0,87,0,100.00,本系重點發展特色與優勢：  1. 產學合作職場實習：本系具有嚴謹及績效卓著的「校外實習」制度，讓學生「做中  學，學中做」，實踐最後一哩精神，升學與就業雙贏。目前本系校外實習合作企業有萊  爾富、IKEA、全家福鞋業、PCHOME、王品、摩斯漢堡、全家、OK超商、三商外食部、奧  黛莉、興誠、星巴克、三商美廉社、寶雅、全國電子、樂雅樂、寬心園、大買家及統一  速達等知名企業。  2. 三效合一：積極推動流通相關證照，如門市服務乙級、國際物流、專案管理、顧客  關係管理、電子商務、服務業品質專業師等證照，實踐「入學進修」、「認證授證」及  「實習就業」三效合一之特色教學，發揚技職教育之精神。,http://www.dm.ncut.edu.tw/bin/home.php
110,公立,技專校院,0043,國立勤益科技大學,06131010,資訊管理系,日間,學士班(含四技),86,0,95,0,100.00,本系（所）重點發展之特色敘述如下：  1.培育學生具備企業電子化應用能力，使學生具企業資源規劃（ERP）及顧客關係管理  （CRM）等資訊應用能力。  2.培育學生具備企業電子化技術能力，使學生具程式設計、網頁製作設計與應用系統開  發能力。  3.培育學生具備綠色創新研發與資訊管理之技術和研發創新能力，以提昇學生職場競爭  力。,http://mis.web2.ncut.edu.tw/bin/home.php
110,公立,技專校院,0043,國立勤益科技大學,06131013,資訊工程系,日間,學士班(含四技),94,0,103,4,100.00,1.網路與數位內容應用學程：橫向紮根電腦網路新技術、縱向發展智慧生活新技術。  2.晶片與多媒體應用學程：多方位的數位家庭軟硬體應用設計技術。,http://csie.ncut.edu.tw/csie_index.php
110,公立,技專校院,0043,國立勤益科技大學,07111020,化工與材料工程系,日間,學士班(含四技),135,1,145,0,100.00,本系（所）課程歷經「本位課程」及「工程科技教育認證」結合本系教師專長規劃朝材  料科技學程與化工科技學程二大領域發展，都符合化工與材料領域的未來趨勢。  課程方面著重於下列二大學程：  1.材料科技學程：高分子材料、生醫材料、光電材料、奈米材料、材料合成、綠色材料  、平面顯示器及軟性電子材料等。  2.化工科技學程：有機合成、污染防治、光觸媒、電化學工程、化工程序工程、清潔製  程技術，電子用特用化學品、生物工程技術及綠色能源等。,http://chem.ncut.edu.tw/bin/home.php
110,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系,日間,學士班(含四技),87,0,78,0,89.66,"1.研究之重點發展特色：  （1）冷凍空調節能設備研發與測試：包括工業或生技環境控制技術、變頻節能技術等  。本系近年來著重於室內環境控制的研究發展上，並於97年度獲得國科會優質生活計畫  「建構優質健康節能紓壓之生活環境」的整合型計劃，三年總額約21,525,000元 的補  助。  （2）再生能源與空調系統技術整合：於98年度通過國家型能源計畫「結合建築節能與  再生能源應用之整合型節能系統之研究」的整合型計劃，總額約11,000,000元 的補助  ，102至103年度獲經濟部能源局通過學界能源科技專案計畫計7,500,000元。  2.本系所通過IEET工程及科技教育認證。",http://rac2.ncut.edu.tw/bin/home.php
110,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系_機械工程專班,日間,二年制大學(二技),0,0,0,51,100.00,"1.研究之重點發展特色：  （1）冷凍空調節能設備研發與測試：包括工業或生技環境控制技術、變頻節能技術等  。本系近年來著重於室內環境控制的研究發展上，並於97年度獲得國科會優質生活計畫  「建構優質健康節能紓壓之生活環境」的整合型計劃，三年總額約21,525,000元 的補  助。  （2）再生能源與空調系統技術整合：於98年度通過國家型能源計畫「結合建築節能與  再生能源應用之整合型節能系統之研究」的整合型計劃，總額約11,000,000元 的補助  ，102至103年度獲經濟部能源局通過學界能源科技專案計畫計7,500,000元。  2.本系所通過IEET工程及科技教育認證。",http://rac2.ncut.edu.tw/bin/home.php
110,公立,技專校院,0043,國立勤益科技大學,07141011,電機工程系,日間,學士班(含四技),135,0,148,0,100.00,配合國家「產學合作」之政策與本校創新育成中心之設立，在學生實務專題方面，除加  強學生實作能力外，亦配合教師專長規劃電能科技、機電控制和計算機應用三大類實務  專題，以培養學生未來就業及研究之能力。,http://em.web2.ncut.edu.tw/bin/home.php
110,公立,技專校院,0043,國立勤益科技大學,07141012,電子工程系,日間,學士班(含四技),141,0,155,2,100.00,以積體電路技術為基礎，跨領域結合「綠能技術」與「能源科技」，設計晶片可應用於  綠能（Green Power）、消費性電子（Consumer Electronics）、與車用電子（Vehicle  Electronics）等領域。以微晶片電子技術為基礎，跨領域結合「產品設計」與「機器人科技」，並以「智慧電  子產品設計」為發展主軸，涵蓋微晶片電子產品與智慧型機器人等之開發設計。以培育有線及無線網路應用、工程光學應用、多媒體設計、遊戲軟體暨遊戲機設計人才  為目標。以程式設計、多媒體、網路、工程光學為基礎，發展多媒體設計、遊戲軟體暨  遊戲機設計、無線網路應用、工程光學應用等領域。,http://ee1.web2.ncut.edu.tw/bin/home.php
110,公立,技專校院,0043,國立勤益科技大學,07141012,電子工程系,日間,二年制大學(二技),31,0,16,1,53.13,以積體電路技術為基礎，跨領域結合「綠能技術」與「能源科技」，設計晶片可應用於  綠能（Green Power）、消費性電子（Consumer Electronics）、與車用電子（Vehicle  Electronics）等領域。以微晶片電子技術為基礎，跨領域結合「產品設計」與「機器人科技」，並以「智慧電  子產品設計」為發展主軸，涵蓋微晶片電子產品與智慧型機器人等之開發設計。以培育有線及無線網路應用、工程光學應用、多媒體設計、遊戲軟體暨遊戲機設計人才  為目標。以程式設計、多媒體、網路、工程光學為基礎，發展多媒體設計、遊戲軟體暨  遊戲機設計、無線網路應用、工程光學應用等領域。,http://ee1.web2.ncut.edu.tw/bin/home.php
110,公立,技專校院,0043,國立勤益科技大學,07151016,機械工程系,日間,學士班(含四技),160,0,173,0,100.00,以精密機械、製造科技、應用材料與機電整合為教學及研究重點。,http://me.web2.ncut.edu.tw/
110,公立,技專校院,0043,國立勤益科技大學,07191022,工業工程與管理系,日間,學士班(含四技),145,1,162,1,100.00,台灣中部地區在製造業方面以工具機與模具工廠為主，另外隨著中部科學園區的建置與  高科技廠商的進駐，電子業與半導體業者也在此快速發展；服務業方面則以百貨與流通  業為主，因此本系教學乃兼顧區域產業特性與政府政策，以提升畢業生在工業工程的技  術與各項管理之技能，使學生可以將所學應用於上述之產業。,http://www.ie.ncut.edu.tw/
110,公立,技專校院,0043,國立勤益科技大學,07191022,工業工程與管理系_國際學生產學合作專班,日間,學士班(含四技),0,0,0,35,100.00,台灣中部地區在製造業方面以工具機與模具工廠為主，另外隨著中部科學園區的建置與  高科技廠商的進駐，電子業與半導體業者也在此快速發展；服務業方面則以百貨與流通  業為主，因此本系教學乃兼顧區域產業特性與政府政策，以提升畢業生在工業工程的技  術與各項管理之技能，使學生可以將所學應用於上述之產業。,http://www.ie.ncut.edu.tw/
110,公立,技專校院,0043,國立勤益科技大學,07312029,景觀系,日間,學士班(含四技),46,1,43,0,95.56,本系之發展願景為「培育景觀綠建築之規劃設計與施工技術之專業人才」。發展特色如  下：  1.強化永續設計：以生態思維解決環境問題，營造景觀綠建築。  2.加強工程實務：訓練學生具備工程實務技能，提升就業能力。  3.開設景觀實務實習課程：開設具系統性且績效卓著的「景觀實務實習」課程，加強規  劃設計及實務能力。景觀實務實習（一）為造園技術士之考照培訓；景觀實務實習（二  ）為庭園工程實務之訓練；景觀實務實習（三）為景觀業界實習，幫助學生瞭解產業需  求，並增加未來就業機會。  4.連結產業資源：由國內約50家廠商提供實習機會，結合業界資源進行實務教學。,http://landscape.ma.ncut.edu.tw/main.php
110,公立,技專校院,0043,國立勤益科技大學,10152032,休閒產業管理系,日間,學士班(含四技),40,0,39,1,97.56,1.培養學生成為具國際視野與專業知能之休閒產業人才。  2.培養學生具有良好的服務態度與敬業樂群之精神。  3.培學生具備團隊合作精神、職場倫理、溝通技巧及領導能力。  4.培養學生具有觀光、餐旅與運動遊憩等事業管理及活動企畫能力。  5.培養學生具備人文素養及社會關懷能力。,http://www.rsm.ncut.edu.tw/
110,公立,一般大學,0044,國立體育大學,10141005,球類運動技術學系,日間,學士班(含四技),52,0,50,3,96.36,本系共招生羽球、桌球、網球、高爾夫、棒球及籃球等六項專長高中畢業學生。教育目標為：1.培養國家級運動選手。2.培養專項運動教練。3.培育健康與體育領域師資。4.培育運動事業人才。,http://ballnet.ntsu.edu.tw/
110,公立,一般大學,0044,國立體育大學,10141006,陸上運動技術學系,日間,學士班(含四技),49,0,43,3,88.46,本系共招生田徑、射箭、舉重、體操等四項專長高中畢業學生。教育目標為：1.培養國家級運動選手。2.培養專項運動教練。3.培育健康與體育領域師資。4.培育運動事業人才。,http://dostsa.ntsu.edu.tw/
110,公立,一般大學,0044,國立體育大學,10141007,技擊運動技術學系,日間,學士班(含四技),48,0,41,1,85.71,本系共招生跆拳道、柔道、武術、射擊、擊劍等五項專長高中畢業學生。教育目標為：1.培養國家級運動選手。2.培養專項運動教練。3.培育健康與體育領域師資。4.培育運動事業人才。,http://sports.ntsu.edu.tw/
